Region,County,District,District Name,Row,Staff,FTE Count,Total Base Pay,Average Base Pay
18,WINKLER COUNTY,248901,KERMIT ISD,10003,KINDERGARTEN,5.89,279558.00,47455.00
18,WINKLER COUNTY,248901,KERMIT ISD,10005,KINDERGARTEN/ELEMENTARY (K-6),1.68,87904.00,52364.00
18,WINKLER COUNTY,248901,KERMIT ISD,10006,ELEMENTARY (GRADES 1-6),2.39,115660.00,48456.00
18,WINKLER COUNTY,248901,KERMIT ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),2.71,132226.00,48851.00
18,WINKLER COUNTY,248901,KERMIT ISD,10009,ALL GRADE LEVELS,6.03,300514.00,49820.00
18,WINKLER COUNTY,248901,KERMIT ISD,10012,GRADE 1,6.32,318586.00,50396.00
18,WINKLER COUNTY,248901,KERMIT ISD,10013,GRADE 2,6.32,340551.00,53871.00
18,WINKLER COUNTY,248901,KERMIT ISD,10014,GRADE 3,5.27,273377.00,51894.00
18,WINKLER COUNTY,248901,KERMIT ISD,10015,GRADE 4,5.27,248294.00,47132.00
18,WINKLER COUNTY,248901,KERMIT ISD,10016,GRADE 5,5.29,247676.00,46835.00
18,WINKLER COUNTY,248901,KERMIT ISD,10017,GRADE 6,6.01,310544.00,51683.00
18,WINKLER COUNTY,248901,KERMIT ISD,10018,GRADE 7,6.04,304694.00,50484.00
18,WINKLER COUNTY,248901,KERMIT ISD,10019,GRADE 8,5.43,284187.00,52371.00
18,WINKLER COUNTY,248901,KERMIT ISD,10020,GRADES 9-12,31.16,1596348.00,51233.00
18,WINKLER COUNTY,248901,KERMIT ISD,19998,TOTAL TEACHING STAFF,97.79,4942907.00,50545.00
18,WINKLER COUNTY,248901,KERMIT ISD,21300,COUNSELOR,3.00,198656.00,66219.00
18,WINKLER COUNTY,248901,KERMIT ISD,21800,EDUCATIONAL DIAGNOSTICIAN,2.50,177676.00,71070.00
18,WINKLER COUNTY,248901,KERMIT ISD,22100,LIBRARIAN,0.26,31704.00,121054.00
18,WINKLER COUNTY,248901,KERMIT ISD,22800,OTHR NON-INSTR DISTRICT,1.00,75935.00,75935.00
18,WINKLER COUNTY,248901,KERMIT ISD,23500,SCHOOL NURSE,3.00,122958.00,40986.00
18,WINKLER COUNTY,248901,KERMIT ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,2.00,121505.00,60749.00
18,WINKLER COUNTY,248901,KERMIT ISD,24400,TEACHER FACILITATOR,0.50,37511.00,75022.00
18,WINKLER COUNTY,248901,KERMIT ISD,29998,TOTAL SUPPORT STAFF,12.26,765945.00,62465.00
18,WINKLER COUNTY,248901,KERMIT ISD,30200,ASSISTANT PRINCIPAL,3.60,274200.00,76268.00
18,WINKLER COUNTY,248901,KERMIT ISD,30500,ATHLETIC DIRECTOR,0.12,6893.00,58614.00
18,WINKLER COUNTY,248901,KERMIT ISD,30800,BUSINESS MANAGER,1.00,109336.00,109336.00
18,WINKLER COUNTY,248901,KERMIT ISD,31600,DIST INSTR PGM DIR OR EXC DIR,2.00,196190.00,98095.00
18,WINKLER COUNTY,248901,KERMIT ISD,33100,PRINCIPAL,3.00,258999.00,86333.00
18,WINKLER COUNTY,248901,KERMIT ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,132875.00,132875.00
18,WINKLER COUNTY,248901,KERMIT ISD,39998,TOTAL ADMINISTRATIVE STAFF,10.71,978493.00,91339.00
18,WINKLER COUNTY,248901,KERMIT ISD,39999,TOTAL PROFESSIONAL STAFF,120.77,6687345.00,55374.00
18,WINKLER COUNTY,248901,KERMIT ISD,41700,EDUCATIONAL AIDE,42.00,873300.00,20793.00
18,WINKLER COUNTY,248901,KERMIT ISD,49998,TOTAL PARAPROFESSIONAL STAFF,42.00,873300.00,20793.00
18,WINKLER COUNTY,248901,KERMIT ISD,50000,AUXILIARY,66.65,1848405.00,27732.00
18,WINKLER COUNTY,248901,KERMIT ISD,99999,TOTAL PERSONNEL,229.42,9409050.00,41012.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10002,PRE-KINDERGARTEN,0.43,20750.00,48189.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10003,KINDERGARTEN,2.22,127518.00,57505.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10006,ELEMENTARY (GRADES 1-6),1.62,97576.00,60314.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),0.76,31710.00,41889.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10009,ALL GRADE LEVELS,1.48,78090.00,52921.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10012,GRADE 1,2.18,120811.00,55367.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10013,GRADE 2,2.00,95000.00,47500.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10014,GRADE 3,2.00,95001.00,47501.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10015,GRADE 4,1.77,81725.00,46227.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10016,GRADE 5,1.92,89873.00,46848.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10017,GRADE 6,2.25,113439.00,50500.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10018,GRADE 7,2.02,100724.00,49957.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10019,GRADE 8,1.57,77004.00,48919.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,10020,GRADES 9-12,17.15,960305.00,56009.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,19998,TOTAL TEACHING STAFF,39.35,2089526.00,53102.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,21300,COUNSELOR,1.00,49890.00,49890.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,22100,LIBRARIAN,0.75,36750.00,49000.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,22800,OTHR NON-INSTR DISTRICT,4.00,222146.00,55537.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,23500,SCHOOL NURSE,1.00,46200.00,46200.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,29998,TOTAL SUPPORT STAFF,6.75,354986.00,52591.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,30500,ATHLETIC DIRECTOR,0.65,53206.00,81255.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,30800,BUSINESS MANAGER,1.00,70340.00,70340.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,33100,PRINCIPAL,0.46,77652.00,168114.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,124170.00,124170.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,34100,TAX ASSESSOR AND/OR COLLECTOR,1.00,58592.00,58592.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,39998,TOTAL ADMINISTRATIVE STAFF,4.12,383960.00,93269.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,39999,TOTAL PROFESSIONAL STAFF,50.22,2828472.00,56326.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,41700,EDUCATIONAL AIDE,6.00,141659.00,23610.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,49998,TOTAL PARAPROFESSIONAL STAFF,6.00,141659.00,23610.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,50000,AUXILIARY,16.91,558027.00,32991.00
18,WINKLER COUNTY,248902,WINK-LOVING ISD,99999,TOTAL PERSONNEL,73.13,3528158.00,48245.00
11,WISE COUNTY,249901,ALVORD ISD,10002,PRE-KINDERGARTEN,0.81,32781.00,40621.00
11,WISE COUNTY,249901,ALVORD ISD,10003,KINDERGARTEN,3.00,153360.00,51120.00
11,WISE COUNTY,249901,ALVORD ISD,10005,KINDERGARTEN/ELEMENTARY (K-6),0.16,8382.00,50862.00
11,WISE COUNTY,249901,ALVORD ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),1.28,61445.00,47873.00
11,WISE COUNTY,249901,ALVORD ISD,10009,ALL GRADE LEVELS,3.00,153855.00,51285.00
11,WISE COUNTY,249901,ALVORD ISD,10012,GRADE 1,3.56,160583.00,45148.00
11,WISE COUNTY,249901,ALVORD ISD,10013,GRADE 2,3.70,194776.00,52692.00
11,WISE COUNTY,249901,ALVORD ISD,10014,GRADE 3,4.02,189092.00,47007.00
11,WISE COUNTY,249901,ALVORD ISD,10015,GRADE 4,4.20,201427.00,48010.00
11,WISE COUNTY,249901,ALVORD ISD,10016,GRADE 5,3.68,181406.00,49349.00
11,WISE COUNTY,249901,ALVORD ISD,10017,GRADE 6,3.53,187012.00,52919.00
11,WISE COUNTY,249901,ALVORD ISD,10018,GRADE 7,2.39,135812.00,56747.00
11,WISE COUNTY,249901,ALVORD ISD,10019,GRADE 8,2.56,131794.00,51563.00
11,WISE COUNTY,249901,ALVORD ISD,10020,GRADES 9-12,21.74,972938.00,44755.00
11,WISE COUNTY,249901,ALVORD ISD,19998,TOTAL TEACHING STAFF,57.63,2764663.00,47977.00
11,WISE COUNTY,249901,ALVORD ISD,21300,COUNSELOR,2.14,154665.00,72219.00
11,WISE COUNTY,249901,ALVORD ISD,22800,OTHR NON-INSTR DISTRICT,1.00,78000.00,78000.00
11,WISE COUNTY,249901,ALVORD ISD,23500,SCHOOL NURSE,1.00,42692.00,42692.00
11,WISE COUNTY,249901,ALVORD ISD,29998,TOTAL SUPPORT STAFF,4.14,275357.00,66486.00
11,WISE COUNTY,249901,ALVORD ISD,30200,ASSISTANT PRINCIPAL,1.00,53000.00,53000.00
11,WISE COUNTY,249901,ALVORD ISD,33100,PRINCIPAL,3.00,251499.00,83833.00
11,WISE COUNTY,249901,ALVORD ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,105472.00,105472.00
11,WISE COUNTY,249901,ALVORD ISD,39998,TOTAL ADMINISTRATIVE STAFF,5.00,409971.00,81994.00
11,WISE COUNTY,249901,ALVORD ISD,39999,TOTAL PROFESSIONAL STAFF,66.77,3449991.00,51672.00
11,WISE COUNTY,249901,ALVORD ISD,41700,EDUCATIONAL AIDE,10.17,154991.00,15242.00
11,WISE COUNTY,249901,ALVORD ISD,49998,TOTAL PARAPROFESSIONAL STAFF,10.17,154991.00,15242.00
11,WISE COUNTY,249901,ALVORD ISD,50000,AUXILIARY,32.09,805421.00,25102.00
11,WISE COUNTY,249901,ALVORD ISD,99999,TOTAL PERSONNEL,109.02,4410403.00,40455.00
11,WISE COUNTY,249902,BOYD ISD,10002,PRE-KINDERGARTEN,3.00,166819.00,55606.00
11,WISE COUNTY,249902,BOYD ISD,10003,KINDERGARTEN,5.00,233571.00,46714.00
11,WISE COUNTY,249902,BOYD ISD,10006,ELEMENTARY (GRADES 1-6),2.40,107996.00,45011.00
11,WISE COUNTY,249902,BOYD ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),1.54,70403.00,45740.00
11,WISE COUNTY,249902,BOYD ISD,10009,ALL GRADE LEVELS,5.81,260390.00,44849.00
11,WISE COUNTY,249902,BOYD ISD,10012,GRADE 1,4.33,202101.00,46642.00
11,WISE COUNTY,249902,BOYD ISD,10013,GRADE 2,5.04,242809.00,48167.00
11,WISE COUNTY,249902,BOYD ISD,10014,GRADE 3,5.14,215883.00,41974.00
11,WISE COUNTY,249902,BOYD ISD,10015,GRADE 4,4.74,227373.00,47977.00
11,WISE COUNTY,249902,BOYD ISD,10016,GRADE 5,4.17,213567.00,51269.00
11,WISE COUNTY,249902,BOYD ISD,10017,GRADE 6,5.66,239886.00,42407.00
11,WISE COUNTY,249902,BOYD ISD,10018,GRADE 7,5.53,257822.00,46638.00
11,WISE COUNTY,249902,BOYD ISD,10019,GRADE 8,4.56,195101.00,42798.00
11,WISE COUNTY,249902,BOYD ISD,10020,GRADES 9-12,31.64,1591317.00,50293.00
11,WISE COUNTY,249902,BOYD ISD,19998,TOTAL TEACHING STAFF,88.55,4225038.00,47713.00
11,WISE COUNTY,249902,BOYD ISD,21300,COUNSELOR,4.00,228932.00,57233.00
11,WISE COUNTY,249902,BOYD ISD,22600,OTHER CAMP PROF PERSONNEL,0.57,25044.00,43829.00
11,WISE COUNTY,249902,BOYD ISD,22800,OTHR NON-INSTR DISTRICT,3.00,125840.00,41947.00
11,WISE COUNTY,249902,BOYD ISD,23500,SCHOOL NURSE,2.00,85780.00,42890.00
11,WISE COUNTY,249902,BOYD ISD,29998,TOTAL SUPPORT STAFF,9.57,465596.00,48645.00
11,WISE COUNTY,249902,BOYD ISD,30200,ASSISTANT PRINCIPAL,1.00,59950.00,59950.00
11,WISE COUNTY,249902,BOYD ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,79200.00,79200.00
11,WISE COUNTY,249902,BOYD ISD,30500,ATHLETIC DIRECTOR,0.44,30064.00,68250.00
11,WISE COUNTY,249902,BOYD ISD,30800,BUSINESS MANAGER,1.00,64381.00,64381.00
11,WISE COUNTY,249902,BOYD ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,55000.00,55000.00
11,WISE COUNTY,249902,BOYD ISD,33100,PRINCIPAL,2.33,164815.00,70885.00
11,WISE COUNTY,249902,BOYD ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,100000.00,100000.00
11,WISE COUNTY,249902,BOYD ISD,39998,TOTAL ADMINISTRATIVE STAFF,7.77,553410.00,71264.00
11,WISE COUNTY,249902,BOYD ISD,39999,TOTAL PROFESSIONAL STAFF,105.89,5244044.00,49524.00
11,WISE COUNTY,249902,BOYD ISD,41700,EDUCATIONAL AIDE,20.00,337997.00,16900.00
11,WISE COUNTY,249902,BOYD ISD,49998,TOTAL PARAPROFESSIONAL STAFF,20.00,337997.00,16900.00
11,WISE COUNTY,249902,BOYD ISD,50000,AUXILIARY,39.11,955192.00,24423.00
11,WISE COUNTY,249902,BOYD ISD,99999,TOTAL PERSONNEL,165.00,6537233.00,39620.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10002,PRE-KINDERGARTEN,2.00,90912.00,45456.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10003,KINDERGARTEN,7.00,305984.00,43713.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10006,ELEMENTARY (GRADES 1-6),1.00,60320.00,60320.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),1.07,63116.00,59020.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10009,ALL GRADE LEVELS,12.29,600909.00,48891.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10012,GRADE 1,9.00,420899.00,46767.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10013,GRADE 2,10.00,482555.00,48256.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10014,GRADE 3,12.75,605263.00,47461.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10015,GRADE 4,6.99,343107.00,49065.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10016,GRADE 5,8.01,389135.00,48573.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10017,GRADE 6,10.28,499662.00,48612.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10018,GRADE 7,8.37,421630.00,50345.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10019,GRADE 8,7.16,339264.00,47375.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,10020,GRADES 9-12,63.64,3278546.00,51517.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,19998,TOTAL TEACHING STAFF,159.57,7901302.00,49516.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,21300,COUNSELOR,4.07,263449.00,64745.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,21800,EDUCATIONAL DIAGNOSTICIAN,5.00,292225.00,58446.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,22100,LIBRARIAN,1.43,79870.00,55908.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,22200,LSSP/PSYCHOLOGIST,2.00,106393.00,53197.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,22400,OCCUPATIONAL THERAPIST,1.00,75648.00,75648.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,22800,OTHR NON-INSTR DISTRICT,5.00,334310.00,66862.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,23500,SCHOOL NURSE,4.00,182265.00,45566.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,8.00,470222.00,58778.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,24400,TEACHER FACILITATOR,2.57,134302.00,52180.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,29998,TOTAL SUPPORT STAFF,33.07,1938684.00,58621.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,30200,ASSISTANT PRINCIPAL,5.70,358251.00,62844.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,3.00,261227.00,87076.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,30500,ATHLETIC DIRECTOR,1.00,95896.00,95896.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,30800,BUSINESS MANAGER,1.00,108732.00,108732.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,33100,PRINCIPAL,4.12,326659.00,79332.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,151484.00,151484.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,39998,TOTAL ADMINISTRATIVE STAFF,15.82,1302249.00,82326.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,39999,TOTAL PROFESSIONAL STAFF,208.46,11142235.00,53450.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,41700,EDUCATIONAL AIDE,37.84,698265.00,18453.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,49998,TOTAL PARAPROFESSIONAL STAFF,37.84,698265.00,18453.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,50000,AUXILIARY,78.15,1692329.00,21655.00
11,WISE COUNTY,249903,BRIDGEPORT ISD,99999,TOTAL PERSONNEL,324.45,13532829.00,41710.00
11,WISE COUNTY,249904,CHICO ISD,10002,PRE-KINDERGARTEN,2.00,89323.00,44662.00
11,WISE COUNTY,249904,CHICO ISD,10003,KINDERGARTEN,2.00,116996.00,58498.00
11,WISE COUNTY,249904,CHICO ISD,10006,ELEMENTARY (GRADES 1-6),1.24,63924.00,51610.00
11,WISE COUNTY,249904,CHICO ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),1.05,49071.00,46953.00
11,WISE COUNTY,249904,CHICO ISD,10009,ALL GRADE LEVELS,5.65,310842.00,55052.00
11,WISE COUNTY,249904,CHICO ISD,10012,GRADE 1,3.07,159102.00,51833.00
11,WISE COUNTY,249904,CHICO ISD,10013,GRADE 2,3.25,187279.00,57690.00
11,WISE COUNTY,249904,CHICO ISD,10014,GRADE 3,3.00,147907.00,49297.00
11,WISE COUNTY,249904,CHICO ISD,10015,GRADE 4,3.35,146101.00,43563.00
11,WISE COUNTY,249904,CHICO ISD,10016,GRADE 5,3.33,155536.00,46692.00
11,WISE COUNTY,249904,CHICO ISD,10017,GRADE 6,2.77,154236.00,55673.00
11,WISE COUNTY,249904,CHICO ISD,10018,GRADE 7,2.97,162149.00,54572.00
11,WISE COUNTY,249904,CHICO ISD,10019,GRADE 8,2.28,113057.00,49530.00
11,WISE COUNTY,249904,CHICO ISD,10020,GRADES 9-12,18.42,951197.00,51647.00
11,WISE COUNTY,249904,CHICO ISD,19998,TOTAL TEACHING STAFF,54.37,2806720.00,51620.00
11,WISE COUNTY,249904,CHICO ISD,21300,COUNSELOR,1.00,64135.00,64135.00
11,WISE COUNTY,249904,CHICO ISD,29998,TOTAL SUPPORT STAFF,1.00,64135.00,64135.00
11,WISE COUNTY,249904,CHICO ISD,30500,ATHLETIC DIRECTOR,1.00,81305.00,81305.00
11,WISE COUNTY,249904,CHICO ISD,30800,BUSINESS MANAGER,1.00,59972.00,59972.00
11,WISE COUNTY,249904,CHICO ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,88365.00,88365.00
11,WISE COUNTY,249904,CHICO ISD,33100,PRINCIPAL,2.89,233933.00,80862.00
11,WISE COUNTY,249904,CHICO ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,111962.00,111962.00
11,WISE COUNTY,249904,CHICO ISD,39998,TOTAL ADMINISTRATIVE STAFF,6.89,575537.00,83496.00
11,WISE COUNTY,249904,CHICO ISD,39999,TOTAL PROFESSIONAL STAFF,62.27,3446392.00,55350.00
11,WISE COUNTY,249904,CHICO ISD,41700,EDUCATIONAL AIDE,3.00,43010.00,14337.00
11,WISE COUNTY,249904,CHICO ISD,49998,TOTAL PARAPROFESSIONAL STAFF,3.00,43010.00,14337.00
11,WISE COUNTY,249904,CHICO ISD,50000,AUXILIARY,28.48,721734.00,25346.00
11,WISE COUNTY,249904,CHICO ISD,99999,TOTAL PERSONNEL,93.74,4211136.00,44923.00
11,WISE COUNTY,249905,DECATUR ISD,10002,PRE-KINDERGARTEN,2.00,104191.00,52096.00
11,WISE COUNTY,249905,DECATUR ISD,10003,KINDERGARTEN,13.28,692999.00,52186.00
11,WISE COUNTY,249905,DECATUR ISD,10006,ELEMENTARY (GRADES 1-6),6.64,377011.00,56792.00
11,WISE COUNTY,249905,DECATUR ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),3.56,169861.00,47715.00
11,WISE COUNTY,249905,DECATUR ISD,10009,ALL GRADE LEVELS,21.64,1202156.00,55564.00
11,WISE COUNTY,249905,DECATUR ISD,10012,GRADE 1,13.31,673759.00,50635.00
11,WISE COUNTY,249905,DECATUR ISD,10013,GRADE 2,13.05,644813.00,49420.00
11,WISE COUNTY,249905,DECATUR ISD,10014,GRADE 3,11.47,549603.00,47914.00
11,WISE COUNTY,249905,DECATUR ISD,10015,GRADE 4,10.11,485707.00,48065.00
11,WISE COUNTY,249905,DECATUR ISD,10016,GRADE 5,10.27,532481.00,51827.00
11,WISE COUNTY,249905,DECATUR ISD,10017,GRADE 6,13.34,674038.00,50510.00
11,WISE COUNTY,249905,DECATUR ISD,10018,GRADE 7,13.05,667494.00,51158.00
11,WISE COUNTY,249905,DECATUR ISD,10019,GRADE 8,11.45,564692.00,49322.00
11,WISE COUNTY,249905,DECATUR ISD,10020,GRADES 9-12,64.01,3264201.00,50993.00
11,WISE COUNTY,249905,DECATUR ISD,19998,TOTAL TEACHING STAFF,207.17,10603006.00,51180.00
11,WISE COUNTY,249905,DECATUR ISD,20600,ATHLETIC TRAINER,0.50,23013.00,46026.00
11,WISE COUNTY,249905,DECATUR ISD,21300,COUNSELOR,6.00,361082.00,60180.00
11,WISE COUNTY,249905,DECATUR ISD,21800,EDUCATIONAL DIAGNOSTICIAN,3.00,191405.00,63806.00
11,WISE COUNTY,249905,DECATUR ISD,22100,LIBRARIAN,1.00,53592.00,53581.00
11,WISE COUNTY,249905,DECATUR ISD,22200,LSSP/PSYCHOLOGIST,1.00,63881.00,63881.00
11,WISE COUNTY,249905,DECATUR ISD,22800,OTHR NON-INSTR DISTRICT,5.00,396323.00,79265.00
11,WISE COUNTY,249905,DECATUR ISD,23500,SCHOOL NURSE,2.00,97575.00,48788.00
11,WISE COUNTY,249905,DECATUR ISD,23800,SPEECH THRPST/SPEECH-LANG PATH,2.00,115466.00,57739.00
11,WISE COUNTY,249905,DECATUR ISD,24400,TEACHER FACILITATOR,0.82,50192.00,61427.00
11,WISE COUNTY,249905,DECATUR ISD,29998,TOTAL SUPPORT STAFF,21.32,1352529.00,63449.00
11,WISE COUNTY,249905,DECATUR ISD,30200,ASSISTANT PRINCIPAL,6.26,404445.00,64578.00
11,WISE COUNTY,249905,DECATUR ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,139377.00,139377.00
11,WISE COUNTY,249905,DECATUR ISD,30500,ATHLETIC DIRECTOR,1.00,103000.00,103000.00
11,WISE COUNTY,249905,DECATUR ISD,31600,DIST INSTR PGM DIR OR EXC DIR,1.00,107130.00,107130.00
11,WISE COUNTY,249905,DECATUR ISD,33100,PRINCIPAL,4.75,405364.00,85399.00
11,WISE COUNTY,249905,DECATUR ISD,34000,SUPERINTENDENT/CAO/CEO/PRESDNT,1.00,160558.00,160558.00
11,WISE COUNTY,249905,DECATUR ISD,39998,TOTAL ADMINISTRATIVE STAFF,15.01,1319874.00,87935.00
11,WISE COUNTY,249905,DECATUR ISD,39999,TOTAL PROFESSIONAL STAFF,243.50,13275409.00,54520.00
11,WISE COUNTY,249905,DECATUR ISD,41700,EDUCATIONAL AIDE,37.77,611284.00,16184.00
11,WISE COUNTY,249905,DECATUR ISD,49998,TOTAL PARAPROFESSIONAL STAFF,37.77,611284.00,16184.00
11,WISE COUNTY,249905,DECATUR ISD,50000,AUXILIARY,138.04,3412738.00,24722.00
11,WISE COUNTY,249905,DECATUR ISD,99999,TOTAL PERSONNEL,419.31,17299431.00,41257.00
11,WISE COUNTY,249906,PARADISE ISD,10002,PRE-KINDERGARTEN,1.00,45904.00,45904.00
11,WISE COUNTY,249906,PARADISE ISD,10003,KINDERGARTEN,4.71,204673.00,43415.00
11,WISE COUNTY,249906,PARADISE ISD,10006,ELEMENTARY (GRADES 1-6),2.10,103535.00,49387.00
11,WISE COUNTY,249906,PARADISE ISD,10007,MIDDLE SCHOOL (GRADES 6 - 8),1.60,75156.00,47081.00
11,WISE COUNTY,249906,PARADISE ISD,10009,ALL GRADE LEVELS,10.26,499738.00,48713.00
11,WISE COUNTY,249906,PARADISE ISD,10012,GRADE 1,5.88,265796.00,45242.00
11,WISE COUNTY,249906,PARADISE ISD,10013,GRADE 2,5.75,260012.00,45219.00
11,WISE COUNTY,249906,PARADISE ISD,10014,GRADE 3,4.88,252225.00,51738.00
11,WISE COUNTY,249906,PARADISE ISD,10015,GRADE 4,4.74,233734.00,49338.00
11,WISE COUNTY,249906,PARADISE ISD,10016,GRADE 5,2.93,139193.00,47432.00
11,WISE COUNTY,249906,PARADISE ISD,10017,GRADE 6,2.86,135654.00,47388.00
11,WISE COUNTY,249906,PARADISE ISD,10018,GRADE 7,4.11,207757.00,50504.00
11,WISE COUNTY,249906,PARADISE ISD,10019,GRADE 8,4.61,227932.00,49403.00
11,WISE COUNTY,249906,PARADISE ISD,10020,GRADES 9-12,31.57,1618624.00,51267.00
11,WISE COUNTY,249906,PARADISE ISD,19998,TOTAL TEACHING STAFF,87.00,4269933.00,49080.00
11,WISE COUNTY,249906,PARADISE ISD,21300,COUNSELOR,4.00,250711.00,62678.00
11,WISE COUNTY,249906,PARADISE ISD,22100,LIBRARIAN,1.76,94709.00,53754.00
11,WISE COUNTY,249906,PARADISE ISD,22600,OTHER CAMP PROF PERSONNEL,1.00,65202.00,65202.00
11,WISE COUNTY,249906,PARADISE ISD,22800,OTHR NON-INSTR DISTRICT,2.00,126561.00,63281.00
11,WISE COUNTY,249906,PARADISE ISD,23500,SCHOOL NURSE,2.00,91712.00,45856.00
11,WISE COUNTY,249906,PARADISE ISD,29998,TOTAL SUPPORT STAFF,10.76,628895.00,58437.00
11,WISE COUNTY,249906,PARADISE ISD,30200,ASSISTANT PRINCIPAL,2.00,123000.00,61500.00
11,WISE COUNTY,249906,PARADISE ISD,30400,ASST/ASSOC/DEPUTY SUPERINTEND.,1.00,90000.00,90000.00
11,WISE COUNTY,249906,PARADISE ISD,30500,ATHLETIC DIRECTOR,0.52,30732.00,58671.00
11,WISE COUNTY,249906,PARADISE ISD,30800,BUSINESS MANAGER,1.00,90000.00,90000.00
